XRF Depth,SiO2,CaO,MgO,Al2O3,Fe2O3,K2O,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2,DTCO,DTSM
10616,76.95038267,5.032864299,1.019887978,11.20628065,3.21715143,2.573432966,30.0796,52.4116,60.5508,55.7715,52.8183,30.1651,51.9602,53.7763,47.3864,47.3568,30.1833,50.8318,57.3374,52.2665,50.393,17.9303,52.1288,13.8164,0.062,0.0238,0.0254,0.0099,0.0047,0.0023,0.0002,0.0003,0,1548.0642,2060.6895,0.0047,0.0036,0.0008,0.0175,3931.4106,185.3176,0.425,-0.0123,0.0585,0.0594,0,0.0451,0.0702,0.0245,8.0633,0.3072,0.01,0.0042,118.4505,58.8674,0.5574,2.2785,110.8589,115.4443,184.8129,9.175,-0.0043,-0.0022,115.7635,48.4426,43.1439,0.135,0.0967,0.1276,0.0003,0.0012,0.1306,0.1378,3.3509,3.3986,0.1165,0,2.7119,2.6084,2.6099,0.0001,61.7939,69.0676,-221.2321,-221.1835,0,1.8591,-999.25,0.0667,4682.6001,0.1276,0.1139,0.2267,0.0188,0.6406,67.9267,110.323
10617,77.09124428,3.830256622,1.30508399,11.95940567,3.119245997,2.694763439,28.5924,47.9061,54.1082,50.9247,47.8944,30.5121,56.2001,60.1107,53.9631,53.879,29.3187,52.6558,56.9315,52.9558,49.9816,19.6368,57.0033,14.894,0.0496,0.0183,0.0259,0.0055,0.0013,0.0057,0,0,0,1553.851,2053.1211,0.0071,0.0033,0.0008,0.0126,3840.457,185.3176,0.4327,-0.0123,0.0666,0.0552,0.0491,0.0514,0.0564,0.0277,7.0618,0.3126,0.0131,0.0049,118.9499,63.5495,0.5413,2.0135,111.2873,115.8225,184.8129,9.1827,-0.0063,-0.0077,114.7498,81.7105,72.9393,0.1263,0.106,0.1227,0.0002,0.0021,0.1292,0.1272,3.5011,3.421,0.1143,0.0389,2.719,2.6156,2.596,0.0001,104.491,87.4954,-220.9875,-220.9051,0,1.9774,-999.25,0.0567,4586.6665,0.1225,0.0766,0.2586,0.0246,0.6402,69.9192,111.9595
10618,76.00670369,3.762587258,1.566571632,12.1761183,3.707215571,2.780803547,27.3649,43.9793,49.2179,46.4963,43.9455,25.6685,39.2933,41.5521,38.6907,38.7021,25.9118,40.0437,44.658,42.7866,40.041,21.5071,41.5996,14.8958,0.0436,0.0154,0.0222,0.006,0.0011,0.0066,0.0002,0,0,1541.3295,2105.4531,0.0078,0.0037,0.0008,0.0139,3864.9412,185.3176,0.4404,-0.0122,0.0729,0.0725,0.0697,0.0456,0.075,0.0249,6.9366,0.3007,0.0115,0.0035,102.8642,58.8674,0.5015,1.9577,96.2041,104.4107,184.8129,9.1904,-0.0092,-0.019,93.6555,43.6846,38.8934,0.1126,0.1302,0.1177,0.0001,0.0023,0.1322,0.112,3.3127,3.3673,0.1116,0,2.7151,2.5861,2.5853,0.0001,55.7018,58.4827,-220.6268,-220.6707,0,2.3052,-999.25,0.0515,4565.0005,0.1177,0.1268,0.2291,0.0216,0.6225,68.7912,113.5493
10619,72.71675075,5.748442464,1.322384675,13.65935983,3.495247169,3.057815118,27.0028,42.1982,47.2695,44.0582,42.231,30.2301,50.1598,50.0381,46.5068,46.5836,27.3981,43.7444,48.8263,45.4192,42.5043,22.6973,49.6802,14.3222,0.044,0.0195,0.019,0.0053,0.002,0.0064,0.0001,0,0,1538.533,1963.7258,0.0083,0.0036,0.0008,0.0138,3835.6807,185.3176,0.4512,-0.0127,0.072,0.08,0.0332,0.0453,0.0846,0.0255,12.5126,0.2893,0.0067,0.0032,107.669,60.0379,0.5073,2.0779,100.6485,106.6291,184.8129,9.2012,-0.0062,-0.0282,104.8887,64.8573,57.846,0.1477,0.1029,0.1339,0.0001,0.0026,0.1491,0.1406,3.3487,3.3692,0.1237,0.4387,2.7122,2.5732,2.5869,0.0001,82.8621,74.3166,-220.3911,-220.5705,0,2.0846,-999.25,0.0522,4656.5,0.1338,0.1526,0.2277,0.0125,0.6072,67.8942,112.8465
10620,71.87938528,6.746231619,2.556771068,12.03185619,4.155752366,2.630003467,26.3727,41.2372,46.095,42.3361,40.5266,23.0755,34.1414,37.0084,34.3578,34.4182,26.2175,40.7223,44.9709,41.4676,38.5785,23.6205,37.7658,12.4007,0.0383,0.0209,0.0136,0.0025,0.0049,0.0055,0,0,0,1537.3401,2137.363,0.0092,0.0034,0.0008,0.013,4056.3347,185.3176,0.4635,-0.0126,0.0464,0.0485,0.0419,0.0538,0.1137,0.0308,9.9133,0.2401,0.0076,0.0026,91.5243,61.2084,0.4825,1.9208,85.5087,84.7584,184.8129,9.2135,-0.0068,-0.0328,87.5503,37.5975,33.4586,0.1389,0.0995,0.1259,0.0001,0.0029,0.1364,0.1396,3.4053,3.5652,0.1127,0,2.728,2.6271,2.6307,0.0001,47.9118,60.8701,-220.3511,-220.6404,0,2.0326,-999.25,0.0475,4641.6665,0.1258,0.2307,0.2702,0.0142,0.4849,66.4269,110.1469
10621,51.72370709,22.75793838,7.454348086,8.251443545,7.93894636,1.873616532,24.5013,37.4678,41.472,38.8833,36.9757,31.6127,62.4445,64.2025,59.5088,59.833,27.0798,46.037,51.8103,46.6551,43.0853,25.718,59.5044,11.6774,0.0387,0.0223,0.0118,0.0037,0.0024,0.006,0.0003,0,0,1536.5896,2539.1943,0.0078,0.0036,0.0008,0.0124,4302.4775,185.3176,0.4365,-0.0117,-0.0004,-0.0247,0,0.0581,0.1199,0.0334,5.9992,0.2249,0.0078,0.0026,70.2624,61.2084,0.4575,2.3614,65.7246,61.0532,184.8129,9.1865,-0.0004,0.0192,54.2087,116.4193,104.0246,0.0815,-0.0061,0.0986,0.0001,0.002,0.0897,0.0822,4.0271,3.7208,0.084,0,2.7343,2.7523,2.7107,0.0001,149.0365,75.0441,-220.6967,-220.8814,0,1.9021,-999.25,0.0465,4668.8335,0.0985,0.2476,0.2923,0.0147,0.4455,67.2711,108.9266
10622,76.3348197,3.872487406,1.211862557,12.73094243,2.996836698,2.853051208,22.1488,32.5112,35.8103,34.2052,32.5595,18.7021,26.3883,27.3356,26.2269,26.3431,20.0101,27.7821,30.2098,30.1144,27.8416,29.2353,27.8429,11.5668,0.0376,0.0194,0.0108,0.0052,0.0042,0.0049,0.0002,0,0,1527.4453,2484.8267,0.0072,0.0035,0.0008,0.0145,4225.4927,185.3176,0.4789,-0.012,0.031,0.0442,0,0.0516,0.0838,0.0285,7.7603,0.2796,0.0124,0.0033,89.4377,62.379,0.4821,2.3448,83.5009,77.5941,184.8129,9.2289,-0.002,-0.0031,82.2674,24.1321,21.4437,0.1059,0.0471,0.0991,0.0001,0.0016,0.1019,0.1042,3.3571,3.5066,0.0902,0.0557,2.7244,2.6344,2.6571,0.0001,30.6901,35.0336,-221.0464,-221.2666,0,2.1579,-999.25,0.0448,4625,0.0991,0.1505,0.2594,0.0231,0.567,67.3805,109.0452
10623,81.18219761,2.22966413,1.029850972,10.83339815,2.278042925,2.446846211,22.3741,33.4439,36.5827,35.1269,33.8566,20.4204,27.6433,28.2199,27.6846,27.8236,20.5552,28.1169,30.0251,29.1526,27.5347,28.4682,29.4264,12.8059,0.0357,0.0148,0.0153,0.0017,0.0103,0.004,0,0,0.0001,1540.2434,2201.0747,0.0106,0.0037,0.0008,0.0161,3992.1809,185.3176,0.4789,-0.0124,0.0579,0.0526,0.0532,0.0533,0.0817,0.029,8.562,0.2796,0.0152,0.0037,104.6453,61.2084,0.4913,2.3351,97.699,102.0937,184.8129,9.2289,-0.0068,-0.0259,102.4555,33.0309,29.3812,0.1251,0.1034,0.1145,0.0002,0.004,0.1179,0.1208,3.2726,3.3997,0.1065,0.0475,2.7282,2.62,2.611,0.0001,42.0674,39.5121,-221.4929,-221.813,0,2.8751,-999.25,0.0462,4665.3335,0.1143,0.1447,0.2677,0.0284,0.5591,67.3967,108.842
10624,76.77848094,4.503919271,1.251843254,11.55835011,3.480593514,2.42681291,27.3095,45.8892,50.4532,47.7994,46.1144,31.6875,57.128,56.0792,56.4948,56.97,28.827,49.3987,54.3882,51.2681,50.135,20.9208,58.4068,15.3793,0.0253,0.0068,0.0094,0.0037,0.0094,0.0012,0.0001,0.0007,0.0006,1539.1709,2361.4602,0.0067,0.0039,0.0008,0.0157,4065.0503,185.3176,0.4596,-0.0119,0.0585,0.0573,0.0623,0.0514,0.0786,0.0283,7.104,0.2861,0.0127,0.0034,110.4908,60.0379,0.4693,2.5214,103.2466,107.8512,184.8129,9.2096,-0.0082,-0.0236,107.7504,61.5132,54.8504,0.1031,0.1309,0.1021,0.0001,0.0008,0.1065,0.099,3.5476,3.4643,0.097,0.0549,2.7235,2.6119,2.61,0.0001,78.5693,66.5642,-222.2125,-222.4841,0,4.8478,-999.25,0.032,4659.667,0.1021,0.1364,0.2585,0.0238,0.5813,67.2958,108.7092
10625,74.04141246,6.503165212,2.126218066,11.27092692,3.696369889,2.361907452,33.653,68.882,79.6197,73.6892,70.6955,36.7181,87.0385,93.1554,88.3654,89.577,37.0529,85.6495,98.1888,90.9803,81.4716,13.5705,94.7819,16.3255,0.0174,0.0029,0.0008,0.0042,0.0135,0.0001,0,0,0.0007,1539.8127,2404.2734,0.0047,0.0038,0.0008,0.0184,4144.2163,185.3176,0.4596,-0.0119,0.0586,0.0617,0.0424,0.0485,0.0888,0.0267,6.2637,0.2793,0.0139,0.0027,110.3337,60.0379,0.463,2.2569,103.0998,104.996,184.8129,9.2096,-0.0068,-0.021,101.4182,150.8092,135.1124,0.1015,0.1122,0.1022,0.0001,0,0.1055,0.1014,3.4281,3.4838,0.0972,0.1814,2.7236,2.6045,2.6098,0.0012,205.933,155.9994,-223.1839,-223.2196,0,9.5657,-999.25,0.0221,4609.167,0.1023,0.1638,0.244,0.026,0.5662,67.27,108.6678
10626,74.08732231,6.7607874,2.028764048,11.1284891,3.682750766,2.311886374,37.7597,92.2711,112.8675,101.0495,94.7307,41.6734,136.8347,166.9942,125.319,127.8885,40.4174,118.6454,146.8814,128.7442,122.1055,9.8961,132.4725,13.9721,0.0285,0.0056,0.0048,0.0116,0.01,0.0015,0,0,0.0007,1554.4084,2407.2195,0.0056,0.0039,0.0008,0.0238,4167.2065,185.3176,0.4635,-0.012,0.0603,0.052,0.0552,0.0503,0.0843,0.0275,6.4489,0.2816,0.0163,0.0025,110.435,61.2084,0.4572,2.2298,103.1764,107.0795,184.8129,9.2135,-0.0074,-0.0237,100.7743,170.5318,152.4887,0.0993,0.1227,0.1033,0.0002,0.0005,0.1103,0.1066,3.5346,3.5931,0.0982,0.1222,2.7273,2.6211,2.6068,0.0001,218.4862,210.4656,-224.5643,-224.0257,0,5.6289,-999.25,0.0341,4625.1997,0.1032,0.1518,0.2529,0.0306,0.5647,67.1062,108.4925
10627,76.5212196,4.702442581,1.505850838,11.48247905,3.467432941,2.32057499,37.7739,93.3581,122.8753,107.0066,100.0403,36.9978,91.6028,115.8579,90.9329,92.6851,37.6212,95.6583,130.9982,112.0794,101.7707,9.3452,110.7745,12.348,0.0337,0.0032,0.0075,0.0175,0.0063,0.0015,0,0,0.0012,1550.0492,2386.6934,0.0035,0.004,0.0008,0.0265,4184.397,185.3176,0.4673,-0.0121,0.0529,0.0509,0.0554,0.0499,0.0478,0.027,3.7186,0.3252,0.0152,0.0036,99.3696,58.8674,0.4996,1.7618,92.8221,101.7497,184.8129,9.2173,-0.0049,-0.0103,89.9825,131.7946,117.7959,0.1042,0.0792,0.1062,0.0003,0.0002,0.1107,0.1028,3.5496,3.5097,0.0993,0,2.7188,2.623,2.6196,0.0003,168.771,172.6471,-225.1214,-224.8499,0,5.7711,-999.25,0.0373,4663.6001,0.1061,0.0536,0.2509,0.0284,0.6671,66.6044,107.5516
10628,78.03489784,4.309427122,1.053460387,11.19504401,3.06568905,2.341481589,37.1815,87.1728,118.7899,102.9827,96.4945,36.2053,80.1038,98.4484,86.01,88.0454,36.3494,82.4435,113.4674,98.7315,88.653,9.7104,102.7225,12.9675,0.0413,0.0082,0.0141,0.0145,0.0063,0.0019,0,0,0.0004,1537.903,2376.5942,0.0041,0.0036,0.0008,0.023,4212.5444,185.3176,0.4635,-0.0122,0.0603,0.0622,0.0218,0.0511,0.0358,0.0278,0.3754,0.337,0.0141,0.0037,99.8054,60.0379,0.5103,2.147,93.2454,99.8255,184.8129,9.2135,-0.0039,-0.0214,98.4252,112.349,100.382,0.1083,0.0469,0.1088,0.0002,0.0004,0.1147,0.1109,3.2411,3.3334,0.1025,0.1514,2.7169,2.6037,2.6068,0.001,143.8529,151.386,-225.6125,-225.6872,0,3.4403,-999.25,0.0454,4610.8003,0.1087,0.0213,0.2567,0.0264,0.6956,67.2509,108.4196
10629,73.70401286,9.549755105,0,10.86959083,3.591197434,2.285443767,36.7593,83.9545,113.7019,99.0319,93.4995,39.6446,93.6632,113.0366,98.0058,100.6407,37.206,87.443,115.7946,99.4568,90.8105,10.0978,105.9077,14.0548,0.048,0.0098,0.0161,0.0172,0.0056,0.0021,0.0001,0,0,1542.87,2426.1687,0.0029,0.0033,0.0008,0.0249,4267.1226,185.3176,0.4558,-0.012,0.0622,0.0632,0.0218,0.0536,0.0528,0.0295,1.3547,0.3124,0.0125,0.004,104.7181,58.8674,0.4742,2.1686,97.8695,103.2976,184.8129,9.2058,-0.0054,-0.0245,103.7793,142.1417,127.0641,0.1124,0.0942,0.1068,0.0003,0.0002,0.1098,0.1086,3.2838,3.4207,0.1013,0.5023,2.721,2.6019,2.6037,0.0001,182.0527,165.6992,-226.4072,-226.5085,0,3.0471,-999.25,0.0509,4568.667,0.1069,0.067,0.2696,0.0234,0.64,67.1946,108.0401
10630,78.53218262,4.209224676,0.8574170966,10.5632586,3.644328085,2.19358893,36.6445,82.6448,110.6922,97.9121,91.569,35.5155,72.9872,88.9498,78.2171,80.2261,35.4526,76.9309,101.6611,90.9079,83.212,10.2132,90.8523,14.3653,0.0514,0.0097,0.0122,0.0227,0.007,0,0.0014,0,0,1556.5371,2429.5791,0.0017,0.0037,0.0008,0.0311,4235.0649,185.3176,0.4442,-0.0119,0.052,0.0444,0.0178,0.0526,0.0585,0.0278,5.0868,0.3087,0.0194,0.0043,101.1806,60.0379,0.5007,2.2387,94.613,102.0915,184.8129,9.1942,-0.0049,0.0029,93.3814,91.9362,82.0999,0.099,0.0868,0.1048,0.0004,0.0001,0.1044,0.0999,3.5529,3.5215,0.0982,0,2.7269,2.6341,2.621,0.0001,117.6185,124.7085,-227.2592,-227.3071,0,3.4516,-999.25,0.0531,4569.0005,0.1049,0.0824,0.2644,0.0363,0.617,67.1271,107.952
10631,75.46937529,5.839671453,1.135730838,11.95096351,3.049366549,2.554892362,36.6181,82.3565,109.1423,98.1454,91.2515,39.4341,102.9003,123.0598,97.5483,100.7112,37.2569,86.9356,115.3871,104.3,94.076,10.189,110.0436,15.522,0.0512,0.0173,0.016,0.014,0.0041,0,0.0024,0.0006,0,1555.9524,2368.1555,0.0032,0.004,0.0008,0.0211,4183.085,185.3176,0.4288,-0.0119,0.0553,0.058,0.0127,0.0495,0.0478,0.0263,6.6125,0.3263,0.0161,0.0044,106.9958,60.0379,0.4962,2.2445,100.1208,108.8342,184.8129,9.1788,-0.0038,0.0058,101.0727,139.4709,124.6726,0.1242,0.0678,0.1081,0.0002,0.0003,0.1128,0.1189,3.3919,3.3608,0.1013,0.2782,2.7185,2.6108,2.6154,0.0001,178.6257,157.3095,-228.0607,-228.0762,0,2.45,-999.25,0.0544,4620,0.1081,0.0537,0.2488,0.0302,0.6673,67.1762,108.0571
10632,77.82407699,4.314972481,1.760063425,10.89392768,2.883723943,2.323235481,36.1045,79.803,104.3714,94.3849,88.3741,36.4335,82.8643,99.0634,87.8889,90.7611,36.297,82.6312,106.6638,97.8236,87.6185,10.5949,101.0056,16.6302,0.0277,0.0086,0.0125,0.0066,0,0.0025,0.0044,0,0,1553.2981,2359.1707,0.007,0.0041,0.0008,0.0136,4142.6675,185.3176,0.4404,-0.0119,0.0646,0.0547,0.0592,0.0507,0.0563,0.028,5.9364,0.3135,0.012,0.0034,107.3771,61.2084,0.4732,2.435,100.4248,110.4882,184.8129,9.1904,-0.0067,-0.0265,99.4031,118.2534,105.6697,0.113,0.1112,0.1067,0.0001,0.0008,0.114,0.1038,3.1665,3.2909,0.1016,0.4312,2.7182,2.6165,2.5995,0.0001,151.3942,152.4126,-228.7518,-228.8315,0,3.9999,-999.25,0.0347,4572.5996,0.1067,0.0763,0.2548,0.0225,0.6464,67.2891,108.1761
10633,68.99060618,10.38949829,1.938975269,12.24107812,3.686361944,2.753480202,35.0948,74.8675,96.8642,88.4854,83.2876,34.4385,72.3659,86.8696,76.2908,78.6903,34.1552,71.8863,92.48,85.5813,76.1968,11.3013,87.8809,16.4368,0.0172,0.0048,0.005,0.0044,0.0062,0.0067,0.0003,0,0,1550.2764,2408.176,0.0104,0.0037,0.0008,0.0177,4266.4175,185.3176,0.425,-0.0119,0.064,0.0669,0.0889,0.0521,0.0835,0.0288,5.2958,0.2792,0.0127,0.0033,114.3261,60.0379,0.5026,2.3426,106.9988,110.8856,184.8129,9.175,-0.0104,-0.0524,112.8896,96.8411,86.4926,0.1215,0.1557,0.1087,0.0001,0.0008,0.1125,0.1167,3.5889,3.6001,0.1032,0.3622,2.7251,2.5956,2.6005,0.0001,123.9133,124.8391,-229.5037,-229.5586,0,7.0226,-999.25,0.0275,4564.7998,0.1088,0.1496,0.2617,0.0237,0.565,64.8338,104.9392
10634,72.50497897,9.430416755,0.8348847767,11.23452798,3.618270762,2.376920761,34.7682,73.3569,94.8789,84.0044,80.9774,33.0989,68.8343,79.7417,72.5387,74.7886,34.1978,71.1637,89.7485,80.6332,74.3638,11.9041,83.4667,16.3736,0.0348,0.0112,0.0092,0.0059,0.0153,0.0019,0,0,0.0002,1554.957,2596.2468,0.0088,0.0036,0.0008,0.0232,4326.7085,185.3176,0.4173,-0.0114,0.0463,0.039,0.0574,0.0506,0.1075,0.027,5.9479,0.2547,0.0206,0.0028,124.5602,63.5495,0.4872,2.2888,116.6179,121.9151,184.8129,9.1673,-0.0068,-0.0362,111.9594,85.4399,76.2815,0.0854,0.1244,0.0949,0.0002,0.0023,0.0971,0.0882,3.8216,3.837,0.0894,0.3748,2.7353,2.6433,2.6307,0.0001,109.2807,110.8531,-230.2929,-230.2165,0,4.1941,-999.25,0.0436,4594.5,0.0949,0.2141,0.2543,0.0386,0.493,63.7693,104.9087
10635,71.5958847,9.721167274,0,12.65699091,3.355433766,2.670523352,35.8156,77.2424,100.6152,86.7232,84.0491,37.3933,89.183,101.9365,90.7034,93.8432,35.5515,78.3095,100.89,84.0201,78.3044,11.5309,102.6015,16.7227,0.0525,0.0155,0.0181,0.0115,0.0108,0.0005,0,0.0012,0.0008,1547.8075,2583.741,0.0059,0.0041,0.0008,0.0248,4367.6226,185.3176,0.4057,-0.0115,0.0368,0.0375,0,0.0476,0.1031,0.0244,7.8448,0.2658,0.0246,0.0032,144.412,60.0379,0.4809,2.3647,135.2751,134.348,184.8129,9.1557,-0.0014,-0.0047,129.513,105.7588,94.4793,0.1023,0.0217,0.0981,0.0004,0.0015,0.1017,0.109,3.6894,3.7082,0.0905,0.0303,2.7345,2.6458,2.6471,0.0001,135.3583,132.4807,-230.5846,-230.7921,0,3.102,-999.25,0.0584,4616.8003,0.0981,0.2025,0.2393,0.046,0.5122,63.7195,104.7812
10636,74.58040148,5.93844713,0.8871541956,12.57562137,3.410445066,2.607930761,36.5196,83.6813,111.1181,94.1736,90.0703,34.4769,80.4685,96.1725,95.5272,99.0841,36.5997,84.5381,108.3857,88.83,81.1858,10.6187,108.7567,15.6032,0.0339,0.0115,0.0076,0.0094,0.0073,0.0024,0.0033,0.0005,0,1545.582,2761.9006,0.0081,0.0042,0.0008,0.0229,4537.7402,185.3176,0.398,-0.0112,0.0529,0.0646,0,0.04,0.0881,0.0211,6.7196,0.2958,0.0166,0.0028,133.5457,60.0379,0.4624,2.7062,125.1402,126.1144,184.8129,9.148,-0.0023,-0.0103,127.0084,111.0583,99.2374,0.1063,0.0455,0.0918,0.0003,0.0019,0.0997,0.1052,3.511,3.6105,0.0878,0,2.7163,2.5995,2.6196,0.0005,142.5344,147.1344,-231.0864,-231.2876,0,4.6877,-999.25,0.042,4597.6001,0.0919,0.162,0.2013,0.0311,0.6056,62.975,104.8811
10637,77.93549423,7.541236205,1.467876547,8.47246034,2.878816172,1.704116502,37.0316,91.8276,128.2531,111.0144,101.5232,38.1016,94.992,115.9098,102.5925,106.1646,38.1011,95.9448,123.5272,104.508,88.1145,9.0078,118.5391,13.6174,0.0196,0.0143,0.0014,0.0003,0.0088,0.0115,0.0004,0,0,1545.8127,3630.5171,0.0172,0.0042,0.0008,0.0211,5159.7646,185.3176,0.3711,-0.0101,0.0458,0.0326,0,0.0383,0.0843,0.0203,5.8256,0.3031,0.0129,0.0033,82.5513,61.2084,0.4296,2.319,77.4507,80.5777,185.0646,9.1211,-0.0024,-0.0129,76.0546,129.2347,115.504,0.0622,0.0615,0.0636,0.0003,0.0127,0.0588,0.0595,3.6149,3.6071,0.0628,0,2.7098,2.6542,2.6317,0.0001,165.4868,175.2238,-231.8696,-231.6855,0,5.8793,-999.25,0.0367,4577.667,0.0639,0.1519,0.1923,0.0241,0.6317,60.877,101.6392
10638,74.21994617,9.831309415,2.033767769,9.059146483,3.234043569,1.621786591,38.3952,105.3734,167.5203,152.3314,128.1659,36.2636,102.022,115.838,80.7578,82.9495,36.0149,101.1115,138.282,133.1059,93.9873,6.5646,105.2272,12.2086,0.0223,0.0101,0.0084,0.0003,0.01,0.0105,0.0012,0,0,1547.6891,4526.6992,0.0182,0.0042,0.0008,0.022,5710.0933,185.3176,0.348,-0.0092,0.035,0.0288,0.0307,0.0397,0.0999,0.0221,5.7037,0.2815,0.0073,0.0029,59.8391,60.0379,0.4002,2.4939,56.2011,61.49,185.1904,9.098,-0.0035,-0.0196,56.4865,126.0292,112.6334,0.0372,0.0842,0.0447,0.0005,0.0179,0.0372,0.0381,3.6554,3.6971,0.0444,0,2.7093,2.6607,2.6502,0.0001,161.3733,185.7532,-231.9607,-231.9393,0,6.6037,-999.25,0.0405,4583.5,0.0447,0.1937,0.1996,0.0136,0.5931,59.896,99.9849
10639,74.77385492,10.93925862,2.021831847,8.109383695,2.68870642,1.466964503,42.1798,130.6909,252.2819,244.474,185.9225,39.3694,122.6477,134.3156,99.014,101.3283,42.2856,135.4154,210.372,199.6836,138.6513,4.0904,121.3832,12.6377,0.0221,0.0085,0.0098,0.0009,0.0067,0.0057,0.0032,0,0,1536.7279,4922.6646,0.0127,0.0041,0.0008,0.0165,6121.8076,185.3176,0.3557,-0.0091,0.0435,0.0325,0.0699,0.0314,0.1508,0.0172,3.7373,0.2369,0.0084,0.002,55.7127,60.0379,0.3846,2.6824,52.3071,54.1502,185.3162,9.1057,-0.0083,-0.0447,57.4886,150.7755,134.7965,0.0517,0.1791,0.0424,0.0002,0.0054,0.0317,0.0525,3.7508,4.0051,0.043,0.3191,2.7103,2.6544,2.6357,0.0001,193.1333,224.5133,-232.1268,-232.0945,0,5.758,-999.25,0.0348,4591.7998,0.0425,0.3306,0.1576,0.0157,0.4961,56.3193,96.2894
10640,63.09675072,24.99904006,2.130101951,6.676231165,2.051842488,1.046033622,46.6637,144.0719,296.9708,296.6862,230.0982,61.19,260.6033,299.9638,235.9435,243.184,51.869,195.4915,278.8363,243.8365,217.6996,3.3706,214.4059,15.165,0.0159,0.0065,0.0018,0.0046,0.0033,0.0039,0.0033,0,0,1547.3632,6149.9419,0.0076,0.004,0.0008,0.0152,6543.2998,185.3176,0.3403,-0.0081,0.0297,0.0236,0.0294,0.0254,0.2103,0.0137,4.3817,0.1781,0.0064,0.0024,43.1647,61.2084,0.374,2.5448,40.5547,44.5704,185.3162,9.0903,-0.0041,-0.0198,39.9831,466.5062,417.5687,0.0173,0.1058,0.022,0.0001,0.0001,0.0132,0.015,4.3696,4.3001,0.0257,0.0002,2.7114,2.6697,2.6593,0.005,1247.1416,1870.8805,-232.2054,-232.0971,0,7.2904,-999.25,0.0235,4625.1665,0.0221,0.4908,0.1275,0.0119,0.3699,56.8155,94.556
10641,63.33221607,28.44127731,0,5.771188214,1.593539872,0.8617785411,42.7501,125.0371,227.3678,219.2866,195.9603,38.5322,57.5868,59.2174,61.7641,63.2694,42.3188,106.2732,154.6487,118.588,156.2776,4.5602,69.7312,18.0602,0.0132,0.002,0,0.0056,0.0077,0.004,0.0028,0.0001,0,1542.0405,6908.894,0.009,0.004,0.0008,0.0202,6911.2061,185.3176,0.348,-0.0078,0.0081,0.0027,0.0152,0.024,0.2252,0.0129,4.2902,0.1632,0.0058,0.0024,35.5846,60.0379,0.3464,2.5061,33.4212,40.5957,185.1904,9.098,0.0033,0.0265,28.7263,449.0304,402.1111,0.0126,0.0041,0.015,0.0003,0,0.0105,0.0162,4.3903,4.395,0.0149,0.1255,2.7118,2.7053,2.6962,0.0019,2057.6223,1030.2076,-232.3321,-231.9796,0,15.9408,-999.25,0.0223,4585.167,0.015,0.5307,0.1204,0.0108,0.3381,56.9294,94.6815
10642,58.14386165,33.73339214,0,5.817567674,1.509006494,0.7961720397,37.9656,100.6597,145.6228,136.4481,137.7784,39.8573,162.9906,157.0462,119.0891,121.9542,38.5801,108.6948,154.7324,129.8062,207.0635,7.3288,128.3537,17.8837,0.0115,0.0018,0.0012,0.0039,0.0093,0.0089,0.0006,0,0.0005,1543.9761,6481.1787,0.0147,0.0041,0.0008,0.0233,6678.1812,185.3176,0.3518,-0.008,0.0182,0.0235,0.0054,0.0228,0.1861,0.0121,3.7403,0.211,0.0065,0.0024,38.6026,61.2084,0.3401,2.1493,36.2493,39.3421,185.3162,9.1018,0.001,0.0282,35.416,377.795,339.157,0.0136,-0.0216,0.0183,0.0006,0.0005,0.0116,0.0134,4.4341,4.2507,0.0183,0.3785,2.7045,2.6699,2.6788,0.0001,4383.2231,594.3365,-232.1305,-231.7211,0,18.2467,-999.25,0.0263,4609.3335,0.0183,0.4256,0.1144,0.0122,0.4478,57.2296,94.6889
